Created On,Topic,Owner,Potential Customer,Status,Status Reason,Est. revenue,Est. close date,Actual Revenue,Actual Close Date,Probability,Rating,Sales Stage,Forecast category,Customer Need,Proposed Solution,Source Campaign,Purchase Process,Purchase Timeframe,Currency,Contact,Price List,Revenue
5/27/2023 16:15,Adventure Works Cycles | Café BG-1 Pro,Lunaura Hassinger,Adventure Works Cycles,Won,Won,159300,11/12/2023,159300,11/12/2023,85,Hot,Close,,COMMERCIAL COFFEE GRINDERS,Café BG-1 Pro,,Individual,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
10/14/2021 0:00,Adventure Works Cycles | Café BG-1 Pro,Eric Boocock,Adventure Works Cycles,Lost,Canceled,107000,4/29/2022,0,4/29/2022,10,Cold,Close,,COMMERCIAL COFFEE GRINDERS,Café BG-1 Pro,Coffee Innovation Webinar,Unknown,Next Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
5/8/2022 14:15,Adventure Works Cycles | Café BG-1 Pro,Jim Nakashima,Adventure Works Cycles,Lost,Canceled,120400,12/4/2022,0,12/4/2022,40,Cold,Close,,COMMERCIAL COFFEE GRINDERS,Café BG-1 Pro,Coffee Machine Excellence,Individual,Next Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
11/20/2021 0:00,Adventure Works Cycles | Café BG-1 Pro,Lunaura Hassinger,Adventure Works Cycles,Won,Won,62600,2/1/2022,62600,2/1/2022,90,Hot,Close,,COMMERCIAL COFFEE GRINDERS,Café BG-1 Pro,Coffee Machine Excellence,Individual,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
4/29/2024 9:00,Adventure Works Cycles | Café Corto,Pooja Bhalla,Adventure Works Cycles,Won,Won,202800,11/28/2024,202800,11/28/2024,90,Hot,Close,,COMMERCIAL ESPRESSO,Café Corto,,Individual,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
2/12/2023 10:45,Adventure Works Cycles | Café Corto,Eric Boocock,Adventure Works Cycles,Lost,Out-Sold,63500,6/16/2023,0,6/16/2023,55,Warm,Close,,COMMERCIAL ESPRESSO,Café Corto,Loyalty Customer Promotion,Committee,This Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
8/4/2024 12:44,Adventure Works Cycles | Café Corto,Julie Strauss,Adventure Works Cycles,Won,Won,147800,1/9/2025,147800,1/9/2025,60,Warm,Close,,COMMERCIAL ESPRESSO,Café Corto,New Product Release,Unknown,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
3/13/2025 7:31,Adventure Works Cycles | Café Corto,Jeff Comstock,Adventure Works Cycles,Open,In Progress,143950,8/14/2025,0,,5,Cold,Develop,,COMMERCIAL ESPRESSO,Café Corto,New Product Release,Unknown,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
4/8/2022 14:13,Adventure Works Cycles | Café Duo,Jeff Comstock,Adventure Works Cycles,Lost,Canceled,15700,7/23/2022,0,7/23/2022,20,Cold,Close,Lost,COMMERCIAL ESPRESSO,Café Duo,Loyalty Customer Promotion,Committee,Next Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
10/3/2024 10:02,Adventure Works Cycles | Café Duo,Ayushman Jain,Adventure Works Cycles,Lost,Canceled,26300,1/27/2025,0,1/27/2025,50,Cold,Close,Lost,COMMERCIAL ESPRESSO,Café Duo,Coffee Machine Excellence,Individual,Next Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
12/21/2021 0:00,Adventure Works Cycles | Café Duo,Per Mikkelsen,Adventure Works Cycles,Lost,Canceled,113550,4/24/2022,0,4/24/2022,50,Cold,Close,,COMMERCIAL ESPRESSO,Café Duo,Barista Monthly Digest,Unknown,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
6/13/2024 8:39,Adventure Works Cycles | Café Grande,Alan Ross,Adventure Works Cycles,Won,Won,168600,12/9/2024,168600,12/9/2024,70,Warm,Close,Won,COMMERCIAL ESPRESSO,Café Grande,Loyalty Customer Promotion,Committee,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
8/1/2021 0:00,Adventure Works Cycles | Café Grande,Jeff Comstock,Adventure Works Cycles,Lost,Canceled,139800,3/19/2022,0,3/19/2022,20,Cold,Close,,COMMERCIAL ESPRESSO,Café Grande,Loyalty Customer Promotion,Committee,Next Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
2/21/2025 10:07,Adventure Works Cycles | Café Grande,Michael Tan,Adventure Works Cycles,Open,In Progress,361150,4/18/2026,0,,0,Cold,Develop,,COMMERCIAL ESPRESSO,Café Grande,,Individual,This Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
12/27/2023 9:10,Adventure Works Cycles | Café PG-1,Ayushman Jain,Adventure Works Cycles,Lost,Canceled,35900,5/1/2024,0,5/1/2024,10,Cold,Close,,COMMERCIAL COFFEE GRINDERS,Café PG-1,Perfect Brew Coffee  Webinar,Unknown,Next Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
12/14/2023 10:37,Adventure Works Cycles | Café PG-1,Pooja Bhalla,Adventure Works Cycles,Won,Won,58100,4/10/2024,58100,4/10/2024,70,Warm,Close,,COMMERCIAL COFFEE GRINDERS,Café PG-1,,Individual,This Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
9/1/2021 0:00,Adventure Works Cycles | Café PG-1,Eric Boocock,Adventure Works Cycles,Won,Won,36800,10/18/2021,36800,10/18/2021,90,Hot,Close,,COMMERCIAL COFFEE GRINDERS,Café PG-1,Coffee Machine Excellence,Individual,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
2/13/2024 10:49,Adventure Works Cycles | Café PG-1,Julie Strauss,Adventure Works Cycles,Lost,Canceled,59050,4/22/2024,0,4/22/2024,40,Cold,Close,,COMMERCIAL COFFEE GRINDERS,Café PG-1,Customer Follow-up,Unknown,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
1/28/2022 15:04,Adventure Works Cycles | Café PG-1 Pro,Alan Ross,Adventure Works Cycles,Lost,Canceled,21650,3/1/2022,0,3/1/2022,40,Cold,Close,,COMMERCIAL COFFEE GRINDERS,Café PG-1 Pro,Sustainable Coffee Newsletter,Unknown,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
5/10/2022 14:14,Adventure Works Cycles | Café S-100 Semi-Automatic,Eric Boocock,Adventure Works Cycles,Lost,Canceled,151650,1/7/2023,0,1/7/2023,20,Cold,Close,Lost,COMMERCIAL ESPRESSO,Café S-100 Semi-Automatic,New Product Release,Unknown,Next Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
9/30/2023 15:23,Adventure Works Cycles | Café S-100 Semi-Automatic,Eric Boocock,Adventure Works Cycles,Lost,Canceled,85500,3/24/2024,0,3/24/2024,20,Cold,Close,Lost,COMMERCIAL ESPRESSO,Café S-100 Semi-Automatic,Loyalty Customer Promotion,Committee,Next Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
3/30/2022 8:18,Adventure Works Cycles | Café S-100 Semi-Automatic,Jim Nakashima,Adventure Works Cycles,Lost,Canceled,82600,9/19/2022,0,9/19/2022,50,Cold,Close,Lost,COMMERCIAL ESPRESSO,Café S-100 Semi-Automatic,,Individual,Next Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
12/5/2023 10:32,Adventure Works Cycles | Café S-100 Semi-Automatic,Eric Boocock,Adventure Works Cycles,Lost,Out-Sold,341350,11/20/2024,0,11/20/2024,55,Warm,Close,Lost,COMMERCIAL ESPRESSO,Café S-100 Semi-Automatic,Customer Care Campaign,Unknown,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
8/23/2021 0:00,Adventure Works Cycles | Café S-100 Semi-Automatic,Eric Boocock,Adventure Works Cycles,Lost,Canceled,176350,4/16/2022,0,4/16/2022,30,Cold,Close,,COMMERCIAL ESPRESSO,Café S-100 Semi-Automatic,Coffee Trade Fair,Unknown,This Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
8/26/2023 8:38,Adventure Works Cycles | Café S-100 Semi-Automatic,Eric Boocock,Adventure Works Cycles,Won,Won,166150,2/18/2024,166150,2/18/2024,95,Hot,Close,,COMMERCIAL ESPRESSO,Café S-100 Semi-Automatic,,Individual,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
5/26/2021 0:00,Adventure Works Cycles | Café S-100 Semi-Automatic,Pooja Bhalla,Adventure Works Cycles,Won,Won,363000,6/3/2022,363000,6/3/2022,95,Hot,Close,,COMMERCIAL ESPRESSO,Café S-100 Semi-Automatic,,Individual,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
2/15/2024 16:14,Adventure Works Cycles | Café S-100 Semi-Automatic,Alan Ross,Adventure Works Cycles,Lost,Canceled,330600,3/12/2025,0,3/12/2025,30,Cold,Close,,COMMERCIAL ESPRESSO,Café S-100 Semi-Automatic,Customer Care Campaign,Unknown,This Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
3/1/2022 10:10,Adventure Works Cycles | Café S-100 Semi-Automatic,Pooja Bhalla,Adventure Works Cycles,Won,Won,220950,10/18/2022,220950,10/18/2022,95,Hot,Close,,COMMERCIAL ESPRESSO,Café S-100 Semi-Automatic,,Individual,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
2/17/2024 13:13,Adventure Works Cycles | Café S-100 Semi-Automatic,Alan Ross,Adventure Works Cycles,Open,In Progress,401750,4/4/2025,0,,100,Hot,Qualify,,COMMERCIAL ESPRESSO,Café S-100 Semi-Automatic,Barista Monthly Digest,Unknown,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
8/9/2021 0:00,Adventure Works Cycles | Café S-200 Semi-Automatic,Lunaura Hassinger,Adventure Works Cycles,Lost,Out-Sold,315000,6/30/2022,0,6/30/2022,60,Warm,Close,,COMMERCIAL ESPRESSO,Café S-200 Semi-Automatic,Loyalty Customer Promotion,Unknown,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
12/1/2023 14:27,Adventure Works Cycles | Café S-200 Semi-Automatic,Jim Nakashima,Adventure Works Cycles,Won,Won,97950,3/18/2024,97950,3/18/2024,95,Hot,Close,,COMMERCIAL ESPRESSO,Café S-200 Semi-Automatic,Coffee Machine Excellence,Individual,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
11/5/2024 11:49,Adventure Works Cycles | Capacity IoT sensor,Lunaura Hassinger,Adventure Works Cycles,Lost,Canceled,3150,1/7/2025,0,1/7/2025,25,Cold,Close,Lost,SERVICES,Capacity IoT sensor,Customer Care Campaign,Unknown,This Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
1/9/2022 13:13,Adventure Works Cycles | Capacity IoT sensor,Eric Boocock,Adventure Works Cycles,Lost,Canceled,600,4/10/2022,0,4/10/2022,15,Cold,Close,,SERVICES,Capacity IoT sensor,New Product Release,Unknown,Next Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
3/14/2025 8:12,Adventure Works Cycles | Carafe Pro,Julie Strauss,Adventure Works Cycles,Won,Won,500,3/25/2025,500,3/25/2025,95,Hot,Close,,DRINKWARE,Carafe Pro,Coffee Machine Excellence,Individual,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
3/3/2022 15:47,Adventure Works Cycles | Carafe Pro,Jeff Comstock,Adventure Works Cycles,Won,Won,450,3/13/2022,450,3/13/2022,95,Hot,Close,,DRINKWARE,Carafe Pro,Coffee Machine Excellence,Individual,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
3/23/2023 7:30,Adventure Works Cycles | Cleaning Kit,Per Mikkelsen,Adventure Works Cycles,Lost,Out-Sold,200,4/2/2023,0,4/2/2023,55,Warm,Close,,DRINKWARE,Cleaning Kit,Barista Monthly Digest,Unknown,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
3/21/2023 12:31,Adventure Works Cycles | Cleaning Kit,Jim Nakashima,Adventure Works Cycles,Lost,Canceled,750,6/20/2023,0,6/20/2023,15,Cold,Close,,DRINKWARE,Cleaning Kit,New Product Release,Unknown,Next Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
4/9/2021 0:00,Adventure Works Cycles | CP Cappuccino Cup with Saucer,Pooja Bhalla,Adventure Works Cycles,Won,Won,100,4/19/2021,100,4/19/2021,95,Hot,Close,,DRINKWARE,CP Cappuccino Cup with Saucer,,Individual,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
5/14/2021 0:00,Adventure Works Cycles | CP Cappuccino Cup with Saucer,Eric Boocock,Adventure Works Cycles,Won,Won,150,5/24/2021,150,5/24/2021,95,Hot,Close,,DRINKWARE,CP Cappuccino Cup with Saucer,,Individual,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
2/22/2025 16:24,Adventure Works Cycles | CP Cappuccino Cup with Saucer,Per Mikkelsen,Adventure Works Cycles,Open,In Progress,100,5/23/2025,0,,15,Cold,Propose,Pipeline,DRINKWARE,CP Cappuccino Cup with Saucer,Intelligent Coffee Machine Showcase,Unknown,Next Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
7/29/2023 10:33,Adventure Works Cycles | CP Latte Cup with Saucer,Pooja Bhalla,Adventure Works Cycles,Lost,Canceled,50,10/27/2023,0,10/27/2023,50,Cold,Close,Lost,DRINKWARE,CP Latte Cup with Saucer,,Individual,Next Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
10/14/2021 0:00,Adventure Works Cycles | CP Latte Cup with Saucer,Lunaura Hassinger,Adventure Works Cycles,Lost,Out-Sold,100,10/24/2021,0,10/24/2021,55,Warm,Close,,DRINKWARE,CP Latte Cup with Saucer,Coffee Trade Fair,Unknown,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
8/15/2024 9:37,Adventure Works Cycles | CP Latte Cup with Saucer,Jim Nakashima,Adventure Works Cycles,Lost,Out-Sold,100,8/25/2024,0,8/25/2024,55,Warm,Close,,DRINKWARE,CP Latte Cup with Saucer,Barista Monthly Digest,Unknown,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
7/26/2024 9:05,Adventure Works Cycles | Crema Café,Per Mikkelsen,Adventure Works Cycles,Won,Won,22150,8/27/2024,22150,8/27/2024,95,Hot,Close,,CONSUMER ESPRESSO,Crema Café,Coffee Machine Excellence,Individual,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
4/27/2021 0:00,Adventure Works Cycles | Crema Café XL,Julie Strauss,Adventure Works Cycles,Lost,Canceled,10000,7/6/2021,0,7/6/2021,30,Cold,Close,,CONSUMER ESPRESSO,Crema Café XL,Barista Monthly Digest,Unknown,This Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
3/27/2025 10:55,Adventure Works Cycles | Crema Café XL,Julie Strauss,Adventure Works Cycles,Open,In Progress,14200,6/9/2025,0,,10,Cold,Qualify,,CONSUMER ESPRESSO,Crema Café XL,Coffee Trade Fair,Unknown,This Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
8/26/2021 0:00,Adventure Works Cycles | Crema Quatro,Lunaura Hassinger,Adventure Works Cycles,Won,Won,7450,9/12/2021,7450,9/12/2021,95,Hot,Close,,CONSUMER ESPRESSO,Crema Quatro,,Individual,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
1/18/2022 9:50,Adventure Works Cycles | Crema Quatro,Eric Boocock,Adventure Works Cycles,Lost,Canceled,10750,4/29/2022,0,4/29/2022,15,Cold,Close,,CONSUMER ESPRESSO,Crema Quatro,Coffee Trade Fair,Unknown,Next Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
8/15/2024 7:52,Adventure Works Cycles | Cupping Glass,Eric Boocock,Adventure Works Cycles,Lost,Out-Sold,50,10/14/2024,0,10/14/2024,55,Warm,Close,Lost,DRINKWARE,Cupping Glass,Loyalty Customer Promotion,Committee,This Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
10/19/2023 12:38,Adventure Works Cycles | Cupping Glass,Eric Boocock,Adventure Works Cycles,Lost,Out-Sold,100,10/29/2023,0,10/29/2023,55,Warm,Close,,DRINKWARE,Cupping Glass,Global Coffee Expo,Unknown,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
10/31/2024 7:21,Adventure Works Cycles | Cupping Glass,Jeff Comstock,Adventure Works Cycles,Lost,Canceled,50,1/29/2025,0,1/29/2025,50,Cold,Close,,DRINKWARE,Cupping Glass,,Individual,Next Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
11/2/2023 13:25,Adventure Works Cycles | Cupping Glass,Ayushman Jain,Adventure Works Cycles,Won,Won,100,11/12/2023,100,11/12/2023,95,Hot,Close,,DRINKWARE,Cupping Glass,,Individual,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
7/2/2024 12:13,Adventure Works Cycles | Cupping Glass,Lunaura Hassinger,Adventure Works Cycles,Lost,Canceled,0,8/31/2024,0,8/31/2024,35,Cold,Close,,DRINKWARE,Cupping Glass,Perfect Brew Coffee  Webinar,Unknown,This Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
4/3/2021 0:00,Adventure Works Cycles | Cupping Glass,Jim Nakashima,Adventure Works Cycles,Won,Won,100,6/2/2021,100,6/2/2021,75,Warm,Close,,DRINKWARE,Cupping Glass,,Individual,This Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
3/19/2024 8:45,Adventure Works Cycles | Cupping Glass,Alan Ross,Adventure Works Cycles,Won,Won,100,5/18/2024,100,5/18/2024,80,Hot,Close,,DRINKWARE,Cupping Glass,Coffee Machine Excellence,Individual,This Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
5/1/2023 8:36,Adventure Works Cycles | Cupping Glass,Eric Boocock,Adventure Works Cycles,Won,Won,100,5/11/2023,100,5/11/2023,65,Warm,Close,,DRINKWARE,Cupping Glass,Loyalty Customer Promotion,Committee,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
9/24/2021 0:00,Adventure Works Cycles | Descaling Solution,Alan Ross,Adventure Works Cycles,Lost,Out-Sold,350,10/4/2021,0,10/4/2021,55,Warm,Close,Lost,SERVICES,Descaling Solution,Perfect Brew Coffee  Webinar,Unknown,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
4/27/2023 11:47,Adventure Works Cycles | Descaling Solution,Jim Nakashima,Adventure Works Cycles,Lost,Canceled,200,7/26/2023,0,7/26/2023,45,Cold,Close,Lost,SERVICES,Descaling Solution,,Individual,Next Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
12/15/2024 14:56,Adventure Works Cycles | Descaling Solution,Eric Boocock,Adventure Works Cycles,Lost,Canceled,350,3/15/2025,0,3/15/2025,15,Cold,Close,,SERVICES,Descaling Solution,Intelligent Coffee Machine Showcase,Unknown,Next Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
4/17/2021 0:00,Adventure Works Cycles | Diner Mug,Julie Strauss,Adventure Works Cycles,Won,Won,500,4/28/2021,500,4/28/2021,65,Warm,Close,Won,DRINKWARE,Diner Mug,New Product Release,Unknown,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
4/11/2021 0:00,Adventure Works Cycles | Drink Spoon,Alan Ross,Adventure Works Cycles,Lost,Canceled,50,7/10/2021,0,7/10/2021,50,Cold,Close,Lost,DRINKWARE,Drink Spoon,,Individual,Next Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
8/27/2024 8:30,Adventure Works Cycles | Drink Spoon,Eric Boocock,Adventure Works Cycles,Won,Won,150,9/6/2024,150,9/6/2024,65,Warm,Close,,DRINKWARE,Drink Spoon,Loyalty Customer Promotion,Committee,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
11/27/2023 9:11,Adventure Works Cycles | Drink Spoon,Julie Strauss,Adventure Works Cycles,Lost,Canceled,150,1/26/2024,0,1/26/2024,30,Cold,Close,,DRINKWARE,Drink Spoon,Barista Monthly Digest,Unknown,This Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
7/13/2024 8:00,Adventure Works Cycles | Drink Spoon,Eric Boocock,Adventure Works Cycles,Won,Won,50,9/11/2024,50,9/11/2024,80,Hot,Close,,DRINKWARE,Drink Spoon,Coffee Machine Excellence,Individual,This Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
8/4/2024 7:23,Adventure Works Cycles | Drink Spoon,Ayushman Jain,Adventure Works Cycles,Won,Won,200,8/14/2024,200,8/14/2024,95,Hot,Close,,DRINKWARE,Drink Spoon,Coffee Machine Excellence,Individual,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
3/2/2024 9:57,Adventure Works Cycles | Frothing Pitcher,Alan Ross,Adventure Works Cycles,Lost,Canceled,350,5/1/2024,0,5/1/2024,30,Cold,Close,Lost,DRINKWARE,Frothing Pitcher,Barista Monthly Digest,Unknown,This Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
11/18/2022 15:58,Adventure Works Cycles | Frothing Pitcher,Jim Nakashima,Adventure Works Cycles,Lost,Out-Sold,150,1/17/2023,0,1/17/2023,55,Warm,Close,,DRINKWARE,Frothing Pitcher,Loyalty Customer Promotion,Committee,This Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
5/23/2024 12:06,Adventure Works Cycles | Frothing Pitcher,Ayushman Jain,Adventure Works Cycles,Lost,Out-Sold,300,6/2/2024,0,6/2/2024,55,Warm,Close,,DRINKWARE,Frothing Pitcher,Perfect Brew Coffee  Webinar,Unknown,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
11/10/2024 7:10,Adventure Works Cycles | Frothing Pitcher,Jeff Comstock,Adventure Works Cycles,Lost,Out-Sold,50,11/20/2024,0,11/20/2024,55,Warm,Close,,DRINKWARE,Frothing Pitcher,Perfect Brew Coffee  Webinar,Unknown,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
11/11/2024 9:46,Adventure Works Cycles | Frothing Pitcher,Jeff Comstock,Adventure Works Cycles,Lost,Canceled,200,2/9/2025,0,2/9/2025,15,Cold,Close,,DRINKWARE,Frothing Pitcher,Customer Care Campaign,Unknown,Next Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
6/14/2024 10:40,Adventure Works Cycles | Precision Brew 100,Jeff Comstock,Adventure Works Cycles,Lost,Canceled,4200,9/16/2024,0,9/16/2024,20,Cold,Close,,CONSUMER COFFEE MAKERS,Precision Brew 100,New Product Release,Unknown,Next Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
6/12/2023 9:11,Adventure Works Cycles | Precision Grind Home,Jim Nakashima,Adventure Works Cycles,Lost,Out-Sold,4450,9/14/2023,0,9/14/2023,55,Warm,Close,,CONSUMER COFFEE GRINDERS,Precision Grind Home,,Individual,Next Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
8/16/2024 9:52,Adventure Works Cycles | Precision Grind Home,Julie Strauss,Adventure Works Cycles,Lost,Canceled,3950,10/19/2024,0,10/19/2024,35,Cold,Close,,CONSUMER COFFEE GRINDERS,Precision Grind Home,Coffee Innovation Webinar,Unknown,This Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
7/2/2021 0:00,Adventure Works Cycles | Precision Grind Home,Lunaura Hassinger,Adventure Works Cycles,Lost,Out-Sold,3650,7/16/2021,0,7/16/2021,60,Warm,Close,,CONSUMER COFFEE GRINDERS,Precision Grind Home,Loyalty Customer Promotion,Unknown,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
5/9/2023 16:00,Adventure Works Cycles | Precision Grind Home,Pooja Bhalla,Adventure Works Cycles,Lost,Out-Sold,800,5/20/2023,0,5/20/2023,55,Warm,Close,,CONSUMER COFFEE GRINDERS,Precision Grind Home,Sustainable Coffee Newsletter,Unknown,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
3/16/2022 10:16,Adventure Works Cycles | Precision Grind Travel,Pooja Bhalla,Adventure Works Cycles,Lost,Out-Sold,1850,3/28/2022,0,3/28/2022,60,Warm,Close,,CONSUMER COFFEE GRINDERS,Precision Grind Travel,Loyalty Customer Promotion,Unknown,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
9/13/2023 14:37,Adventure Works Cycles | Precision Grind Travel,Lunaura Hassinger,Adventure Works Cycles,Won,Won,500,9/24/2023,500,9/24/2023,65,Warm,Close,,CONSUMER COFFEE GRINDERS,Precision Grind Travel,New Product Release,Unknown,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
12/28/2023 14:41,Adventure Works Cycles | Precision Grind Travel,Per Mikkelsen,Adventure Works Cycles,Won,Won,2300,1/9/2024,2300,1/9/2024,100,Hot,Close,,CONSUMER COFFEE GRINDERS,Precision Grind Travel,Coffee Machine Excellence,Individual,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
8/15/2022 13:29,Adventure Works Cycles | Precision Grind Travel,Per Mikkelsen,Adventure Works Cycles,Lost,Out-Sold,3400,8/28/2022,0,8/28/2022,60,Warm,Close,,CONSUMER COFFEE GRINDERS,Precision Grind Travel,Loyalty Customer Promotion,Unknown,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
6/16/2023 13:08,Adventure Works Cycles | Precision Grind Travel,Lunaura Hassinger,Adventure Works Cycles,Won,Won,1250,6/27/2023,1250,6/27/2023,60,Warm,Close,,CONSUMER COFFEE GRINDERS,Precision Grind Travel,Intelligent Coffee Machine Showcase,Unknown,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
3/4/2022 12:59,Adventure Works Cycles | Quick Kettle,Eric Boocock,Adventure Works Cycles,Won,Won,1100,3/15/2022,1100,3/15/2022,95,Hot,Close,Won,DRINKWARE,Quick Kettle,Coffee Machine Excellence,Individual,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
11/7/2021 0:00,Adventure Works Cycles | Quick Kettle,Alan Ross,Adventure Works Cycles,Lost,Canceled,1100,1/7/2022,0,1/7/2022,35,Cold,Close,Lost,DRINKWARE,Quick Kettle,Perfect Brew Coffee  Webinar,Unknown,This Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
5/4/2022 7:58,Adventure Works Cycles | Quick Kettle,Eric Boocock,Adventure Works Cycles,Won,Won,500,5/15/2022,500,5/15/2022,95,Hot,Close,,DRINKWARE,Quick Kettle,,Individual,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
12/16/2024 16:47,Adventure Works Cycles | Quick Kettle,Per Mikkelsen,Adventure Works Cycles,Lost,Out-Sold,1150,12/27/2024,0,12/27/2024,55,Warm,Close,,DRINKWARE,Quick Kettle,Loyalty Customer Promotion,Unknown,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
